number;state;author;title;created_at;closed;closed_at
900;CLOSED;Gregor Baer;ggsave() to .html does not work with special characters;2023-10-11T07:38:25Z;true;2023-11-07T01:30:23Z
898;OPEN;Ralf Stephan;JVM/other examples?;2023-10-07T09:21:35Z;false;
895;CLOSED;Nikita.Pavlenko;geomBar with fill, produces tooltips artefacts;2023-10-06T14:04:44Z;true;2023-11-07T01:31:41Z
894;CLOSED;Nikita.Pavlenko;Exception, when trying to build plot with column name containing line breakes;2023-10-05T14:31:16Z;true;2023-10-11T10:26:21Z
892;CLOSED;Irina Nekrasova;geom_livemap() freezes on zoom=10;2023-10-04T08:12:11Z;true;2023-11-13T18:59:20Z
888;CLOSED;Nikita.Pavlenko;Flickering during plot downsizing;2023-09-26T11:13:07Z;true;2023-10-20T20:54:22Z
887;CLOSED;;Please Update Batik to version v1.17;2023-09-25T16:29:27Z;true;2023-12-28T19:40:45Z
886;CLOSED;Rashid Yangazov;geom_crossbar: an error occurs if the mapped values of aesthetics are not populated.;2023-09-25T16:22:03Z;true;2023-09-28T12:52:31Z
885;CLOSED;Raphael Geronimi;Allow export functions to export to a file-like object;2023-09-22T16:48:36Z;true;2023-12-28T19:06:12Z
882;CLOSED;Igor Alshannikov;scale manual:  "values" parameter should accept dictionary as a value.;2023-09-20T17:01:36Z;true;2023-12-28T19:33:03Z
881;CLOSED;Eric;Can't create DateTime from instant negative (prior to unix époque);2023-09-19T09:32:29Z;true;2023-09-20T16:13:20Z
880;CLOSED;;How to manually set a colour for a category?;2023-09-17T15:07:26Z;true;2023-09-20T17:04:27Z
878;CLOSED;Nikita.Pavlenko;NullPointerException on processRawSpecs on specific data;2023-09-13T14:07:46Z;true;2023-10-10T17:24:04Z
877;CLOSED;Igor Alshannikov;corr_plot: unexpected whitespace between the "geometry area" and the legend.;2023-09-12T20:38:03Z;true;2023-10-24T19:12:57Z
876;CLOSED;Zafer Kosar;Husl palette equivalent;2023-09-12T00:21:14Z;true;2023-11-04T14:03:54Z
875;CLOSED;Igor Alshannikov;corr_plot() fails to build chart with mpg data and pandas;2023-09-11T17:38:09Z;true;2023-09-12T10:23:41Z
874;CLOSED;Omar AlSuwaidi;How to reduce whitespace between a plot and its legend?;2023-09-09T02:16:34Z;true;2023-09-13T07:01:34Z
873;CLOSED;Omar AlSuwaidi;How to dynamically layer `.line()` methods against `layer_tooltips()`?;2023-09-06T18:24:29Z;true;2023-09-06T21:01:16Z
870;OPEN;Marc Skov Madsen;Make it easy to use Lets-Plot with Panel;2023-09-03T15:44:41Z;false;
869;CLOSED;Olga Larionova;Invisible stroke in legend items for `geom_pie()`;2023-08-31T16:12:23Z;true;2023-09-01T09:10:44Z
867;CLOSED;Olga Larionova;Inconsistent color in legend when using `paint_a/paint_b/paint_c`;2023-08-31T14:15:54Z;true;2023-09-13T21:52:54Z
866;OPEN;Artem Smirnov;Combination of `corr_plot()` and `theme_void()` looks weird on axes;2023-08-31T14:04:20Z;false;
863;CLOSED;Omar AlSuwaidi;How to suppress "sampling_* ... was applied to ... layer" message/warning;2023-08-30T07:45:37Z;true;2023-09-13T21:47:44Z
862;CLOSED;Zafer Kosar;`stat='count'` does not work as intended in `geom_pie()`;2023-08-27T20:09:15Z;true;2023-08-29T13:33:17Z
861;CLOSED;;Latex does not work in labels;2023-08-26T10:55:22Z;true;2024-10-10T12:03:04Z
860;OPEN;;Flagging guides to **lets-plot**;2023-08-25T23:47:52Z;false;
859;OPEN;Ivan Kupriyanov;Add an option to control the number of visible tooltips;2023-08-24T16:51:37Z;false;
858;CLOSED;Olga Larionova;`theme_void()` + `flavor_xxx()`: no expected plot background;2023-08-24T11:58:21Z;true;2023-09-13T21:52:20Z
857;CLOSED;Igor Alshannikov;theme/flavor plot background is not shown on plot with geom_livemap() layer.;2023-08-22T17:57:25Z;true;2023-08-28T20:22:53Z
856;CLOSED;Igor Alshannikov;theme(): property "plot.margin" is missing;2023-08-21T21:32:44Z;true;2023-11-04T17:23:48Z
855;CLOSED;Ivan Kupriyanov;`geom_path`: tooltips on a livemap feels more organically than on a regular plot ;2023-08-21T17:31:30Z;true;2024-01-16T16:59:38Z
854;OPEN;Ivan Kupriyanov;geom_step: confusing x-axis tooltip on a multi-group plot;2023-08-21T17:08:49Z;false;
853;CLOSED;Zafer Kosar;Default border color in v4.0.0;2023-08-17T23:00:37Z;true;2023-11-01T13:29:36Z
851;CLOSED;Igor Alshannikov;Trimmed legend when bounds of the rightmost X-axis tick label exceeds the axis length;2023-08-16T20:33:38Z;true;2023-10-24T19:12:58Z
850;CLOSED;Igor Alshannikov;scale_log: an option to generate only breaks which are integer powers of 10 needed;2023-08-16T20:26:41Z;true;2023-11-01T11:46:42Z
847;CLOSED;Ivan Kupriyanov;Not all tooltips on multi-layer ribbon plot are displayed;2023-08-15T19:28:24Z;true;2023-08-15T19:32:00Z
846;CLOSED;Zafer Kosar;problem with log10 axis ticks formatting and legend overflow;2023-08-14T01:39:06Z;true;2023-11-01T13:30:36Z
845;CLOSED;Igor Alshannikov;bar-plot: do not draw bar border adjacent to the axis;2023-08-11T18:37:28Z;true;2024-02-23T10:35:56Z
842;CLOSED;Valeri Kuparashvili;Getting errors while exporting image outside of Intellij IDEA;2023-08-08T17:51:32Z;true;2023-08-14T11:40:15Z
839;CLOSED;Zafer Kosar;Support for dpi parameter in `ggsave()`;2023-08-07T17:41:56Z;true;2024-04-17T18:00:29Z
838;OPEN;Artem Smirnov;`geom_step()`: support 'mid' value for `direction` parameter;2023-08-07T11:26:38Z;false;
837;CLOSED;Igor Alshannikov;Tooltips are trimmed and not visible on a very narrow chart;2023-08-04T20:59:35Z;true;2023-09-19T14:59:10Z
831;CLOSED;Nikita.Pavlenko;geom_blank equivalent;2023-07-31T16:24:18Z;true;2024-09-12T21:42:29Z
830;CLOSED;Nikita.Pavlenko;theme_void() equivalent;2023-07-31T16:04:05Z;true;2023-08-24T19:58:43Z
829;CLOSED;Nikita.Pavlenko;"Failed to fetch" error on some https://lets-plot.org/pages/api/ pages;2023-07-31T16:00:42Z;true;2023-08-09T16:51:03Z
828;CLOSED;Zafer Kosar;log2 in scale_y_continuous does not work;2023-07-28T16:33:58Z;true;2023-11-04T14:52:18Z
822;CLOSED;Dan Brown;Support layering aes() multiple times;2023-07-19T18:59:26Z;true;2024-09-04T00:52:42Z
821;CLOSED;Dan Brown;Add `stat_sum()` (`geom_count()` in original version);2023-07-19T18:54:47Z;true;2023-09-06T22:03:03Z
820;CLOSED;Dan Brown;Add expand_limits;2023-07-19T18:43:12Z;true;2024-09-09T22:01:47Z
819;CLOSED;Eric;symmetrical log or symbol scale;2023-07-18T18:19:48Z;true;2023-11-07T01:44:18Z
818;OPEN;Eric;Plot Nothing when encountering NaN;2023-07-18T17:54:15Z;false;
808;CLOSED;Valentin Dovidaytis;Offline mode doesn't work with manylinux wheels;2023-07-07T11:13:32Z;true;2023-07-07T15:13:22Z
807;CLOSED;Olga Larionova;`guide_legend()`:  parameter to control legend appearance ;2023-07-04T14:57:53Z;true;2024-07-31T18:07:42Z
804;CLOSED;Andreas Radke;geom_crossbar aesthetics take 'middle' argument insteadof 'y';2023-07-02T00:45:19Z;true;2023-07-17T15:37:15Z
800;OPEN;Apechen;Can't load image in PyCharm's Jupyter notebook;2023-06-25T05:57:32Z;false;
799;CLOSED;Sven Fiergolla;Pie Chart Labels Example throws runtime error;2023-06-24T09:40:27Z;true;2023-06-26T08:49:41Z
795;OPEN;Artem Smirnov;Segment don't want to cross the 180th meridian;2023-06-16T11:28:58Z;false;
793;CLOSED;Olga Larionova;Batik: artifacts from tooltips;2023-06-12T12:58:23Z;true;2023-11-07T01:31:21Z
791;CLOSED;Artem Smirnov;geom_density2d: support weight aesthetic;2023-06-09T12:36:02Z;true;2024-06-18T11:16:45Z
785;OPEN;Essi Parent;Make lets-plot available on conda-forge;2023-05-30T18:02:02Z;false;
780;OPEN;Igor Alshannikov;geom_imshow: nice to be able to use color scales.;2023-05-17T00:47:15Z;false;
778;CLOSED;Ivan Kupriyanov;`ggsave()` doesn't save `geom_raster()` layer to a file;2023-05-05T17:57:48Z;true;2023-07-10T18:55:07Z
774;CLOSED;Andrei Kislitsyn;Customizing the legend manually.;2023-05-04T11:54:16Z;true;2024-08-02T19:37:20Z
771;OPEN;Artem Smirnov;Breaking of polygons that cross the 180th meridian;2023-04-28T13:26:35Z;false;
769;OPEN;Igor Alshannikov;Continuous scale fails if the scale limits are outside of the range of the data;2023-04-25T22:22:39Z;false;
763;CLOSED;Ivan Kupriyanov;Export to SVG fails if breaks are given by integers;2023-04-17T18:49:07Z;true;2023-04-24T20:29:47Z
760;CLOSED;Artem Smirnov;ggmarginal(): broken coloring;2023-04-11T13:02:58Z;true;2024-04-04T17:25:04Z
758;CLOSED;Boadzie Daniel;Display chart in vscode;2023-04-10T11:03:24Z;true;2023-08-25T20:44:23Z
754;CLOSED;Ivan Kupriyanov;`geom_boxplot()` doesn't apply `alpha` to outliers;2023-04-05T18:52:21Z;true;2023-07-12T15:26:25Z
753;CLOSED;Ivan Kupriyanov;`geom_label()` doesn't take into account the `alpha`;2023-04-05T17:23:42Z;true;2023-04-06T09:37:01Z
751;CLOSED;Artem Smirnov;`geom_pointrange()`: 'size' aesthetic shouldn't affect line width;2023-04-03T13:08:06Z;true;2023-06-22T10:48:31Z
750;CLOSED;Ivan Kupriyanov;geom_livemap doesn't work well with gggrid;2023-03-31T19:44:21Z;true;2023-04-27T20:45:33Z
